"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"08-23-2025","Instagram","flyont","15,170","13","25","37","19","118","47,773","4,857","267","0.56%","210","11","8","","9","","","","","","","","","","","","","1","17","1","1","0","","","","","","","","","","","","","","","","","","","","","36","0","3","1","","","","","17","55",""
"08-23-2025","LinkedIn","Ontario International Airport","7,189","4","4","1","1","0","907","113","79","8.71%","29","0","1","49","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-23-2025","TikTok","'@flyontairport","4,523","7","","1","0","2","4,422","4,422","87","1.97%","81","3","3","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-23-2025","YouTube","FlyONT - Ontario International Airport","1,300","2","2","0","0","0","","1,753","14","","10","0","2","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-24-2025","X","'@flyONT","6,359","0","0","1","1","9","16","0","1","6.25%","0","0","0","0","","1","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","2","5","0","0","2","","","","","0","","0","","","","","","","",""
"08-24-2025","Facebook","Ontario International Airport","27,393","0","","5","0","4","61,527","7,219","459","0.75%","60","6","1","15","","377","","0","","","","","0","0","2","3","0","","","","0","","","","","","","","","","","","","","","","","","0","1","1","2","0","","0","","","","","","","",""
"08-24-2025","Instagram","flyont","15,189","19","21","16","1","41","32,332","17,883","1,079","3.34%","731","44","267","","36","","","","","","","","","","","","","0","1","0","5","0","","","","","","","","","","","","","","","","","","","","","9","0","6","4","","","","","10","16",""
"08-24-2025","LinkedIn","Ontario International Airport","7,192","2","2","0","0","0","488","45","48","9.84%","19","0","0","29","","","","","","","","","","","","","","","","","0","","","","","0","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-24-2025","TikTok","'@flyontairport","4,528","5","","2","1","2","4,899","4,899","108","2.2%","102","3","3","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-24-2025","YouTube","FlyONT - Ontario International Airport","1,300","2","2","0","0","0","","1,775","21","","14","0","5","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-25-2025","X","'@flyONT","6,356","-3","0","3","3","9","149","24","13","8.72%","1","1","0","0","","11","0","","1","0","2","0","","","","","","","","","0","","","","","","","","","","","","","2","6","0","1","0","","","","","0","","0","","","","","","","",""
"08-25-2025","Facebook","Ontario International Airport","27,402","9","","8","1","13","54,454","7,200","192","0.35%","43","11","4","5","","129","","0","","","","","1","0","7","0","0","","","","0","","","","","","","","","","","","","","","","","","1","12","0","0","0","","0","","","","","","","",""
"08-25-2025","Instagram","flyont","15,198","9","9","8","2","17","13,691","5,873","251","1.83%","199","11","36","","5","","","","","","","","","","","","","0","1","1","2","0","","","","","","","","","","","","","","","","","","","","","12","0","3","0","","","","","4","1",""
"08-25-2025","LinkedIn","Ontario International Airport","7,192","3","3","1","1","0","860","187","67","7.79%","25","0","0","42","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-25-2025","TikTok","'@flyontairport","4,536","8","","1","1","1","5,437","5,437","99","1.82%","97","1","1","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-25-2025","YouTube","FlyONT - Ontario International Airport","1,300","1","2","2","1","0","","3,216","32","","20","0","10","","","0","2","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"08-26-2025","X","'@flyONT","6,357","1","1","1","1","9","34","7","5","14.71%","1","0","1","1","","2","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","2","7","0","0","0","","","","","0","","0","","","","","","","",""
"08-26-2025","Facebook","Ontario International Airport","27,400","-2","","3","1","5","49,349","6,395","148","0.3%","51","15","2","2","","78","","0","","","","","1","0","2","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","0","2","0","","0","","","","","","","",""
"08-26-2025","Instagram","flyont","15,200","2","15","9","2","39","13,371","2,293","195","1.46%","143","20","24","","4","","","","","","","","","","","","","1","1","0","6","0","","","","","","","","","","","","","","","","","","","","","11","0","13","1","","","","","1","9",""
"08-26-2025","LinkedIn","Ontario International Airport","7,199","8","8","2","1","3","1,146","155","95","8.29%","55","4","0","36","","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"08-26-2025","TikTok","'@flyontairport","4,539","3","","0","0","8","6,180","6,180","105","1.7%","89","5","11","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","8"
"08-26-2025","YouTube","FlyONT - Ontario International Airport","1,300","0","0","0","0","0","","1,669","24","","12","0","12","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-27-2025","X","'@flyONT","6,356","-1","0","0","0","8","23","2","2","8.7%","0","1","0","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","4","0","0","3","","","","","0","","0","","","","","","","",""
"08-27-2025","Facebook","Ontario International Airport","27,418","18","","3","0","4","47,630","6,311","88","0.18%","15","4","2","1","","66","","0","","","","","0","0","2","1","0","","","","0","","","","","","","","","","","","","","","","","","1","2","1","0","0","","0","","","","","","","",""
"08-27-2025","Instagram","flyont","15,204","4","11","6","1","22","13,562","3,637","190","1.4%","155","15","14","","6","","","","","","","","","","","","","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","14","0","1","0","","","","","3","3",""
"08-27-2025","LinkedIn","Ontario International Airport","7,203","4","4","1","0","1","1,041","118","60","5.76%","30","2","1","27","","","","","","","","","","","","","","","","","0","","","","","0","1","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"08-27-2025","TikTok","'@flyontairport","4,548","9","","0","0","1","5,185","5,185","63","1.22%","58","1","4","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-27-2025","YouTube","FlyONT - Ontario International Airport","1,300","1","1","0","0","0","","1,654","19","","16","0","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-28-2025","X","'@flyONT","6,359","3","3","1","1","12","62","3","1","1.61%","0","0","0","0","","1","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","1","11","0","0","0","","","","","0","","0","","","","","","","",""
"08-28-2025","Facebook","Ontario International Airport","27,411","-7","","2","1","3","48,666","6,024","215","0.44%","48","1","3","0","","163","","0","","","","","1","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","0","0","0","","0","","","","","","","",""
"08-28-2025","Instagram","flyont","15,209","5","14","4","1","17","13,045","3,736","223","1.71%","181","7","29","","6","","","","","","","","","","","","","1","0","0","2","0","","","","","","","","","","","","","","","","","","","","","7","0","3","0","","","","","1","4",""
"08-28-2025","LinkedIn","Ontario International Airport","7,207","4","4","1","1","0","1,401","103","310","22.13%","51","0","2","257","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-28-2025","TikTok","'@flyontairport","4,554","6","","1","0","2","7,042","7,042","106","1.51%","97","4","5","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"08-28-2025","YouTube","FlyONT - Ontario International Airport","1,300","1","1","0","0","0","","1,590","11","","5","0","5","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-29-2025","X","'@flyONT","6,358","-1","0","0","0","6","113","2","5","4.42%","1","0","0","0","","4","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","5","0","0","0","","","","","0","","0","","","","","","","",""
"08-29-2025","Facebook","Ontario International Airport","27,414","3","","4","1","11","95,828","14,616","313","0.33%","56","8","1","0","","248","","0","","","","","1","0","0","0","3","","","","0","","","","","","","","","","","","","","","","","","0","7","2","2","0","","0","","","","","","","",""
"08-29-2025","Instagram","flyont","15,221","12","12","8","1","15","10,069","1,716","131","1.3%","111","8","11","","1","","","","","","","","","","","","","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","2","0","","","","","6","8",""
"08-29-2025","LinkedIn","Ontario International Airport","7,214","8","8","1","1","1","1,270","70","357","28.11%","50","1","1","305","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","1","0","","",""
"08-29-2025","TikTok","'@flyontairport","4,556","2","","1","0","1","3,618","3,618","34","0.94%","29","2","3","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","1"
"08-29-2025","YouTube","FlyONT - Ontario International Airport","1,300","0","0","0","0","0","","1,697","16","","10","0","6","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-30-2025","X","'@flyONT","6,356","-2","0","1","1","8","33","1","3","9.09%","0","0","0","0","","3","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","2","5","0","0","1","","","","","0","","0","","","","","","","",""
"08-30-2025","Facebook","Ontario International Airport","27,412","-2","","1","0","4","48,569","5,693","199","0.41%","16","5","0","0","","178","","0","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","1","0","0","","0","","","","","","","",""
"08-30-2025","Instagram","flyont","15,229","8","14","3","2","12","16,408","782","98","0.6%","89","0","7","","1","","","","","","","","","","","","","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","3","0","4","1","","","","","1","1",""
"08-30-2025","LinkedIn","Ontario International Airport","7,218","4","4","1","1","0","1,053","16","209","19.85%","45","0","0","164","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"08-30-2025","TikTok","'@flyontairport","4,561","5","","2","0","3","4,255","4,255","61","1.43%","54","4","3","","","","","","","","","","","","","","","","","","0","","","","","","","","0","2","","","","","","","","","","","","","0","","0","","","","","","","","3"
"08-30-2025","YouTube","FlyONT - Ontario International Airport","1,300","1","1","0","0","0","","1,490","7","","6","0","0","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"08-31-2025","X","'@flyONT","6,358","2","2","0","0","5","6","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","0","5","0","0","0","","","","","0","","0","","","","","","","",""
"08-31-2025","Facebook","Ontario International Airport","27,411","-1","","3","0","2","44,647","5,777","91","0.2%","6","4","0","1","","80","","0","","","","","0","0","2","1","0","","","","0","","","","","","","","","","","","","","","","","","0","2","0","0","0","","0","","","","","","","",""
"08-31-2025","Instagram","flyont","15,240","11","11","3","0","8","10,988","531","99","0.9%","85","7","6","","1","","","","","","","","","","","","","0","0","0","3","0","","","","","","","","","","","","","","","","","","","","","1","0","3","1","","","","","0","1",""
